gene,slope,pval
KLHL17,-0.15288888340705145,0.010690160729817386
PLEKHN1,-0.2181435494208301,0.0006455984463197018
PERM1,-0.13417639564573308,0.20204898483739317
RP11-54O7.17,-0.20460824170992328,0.14463265699465414
HES4,-0.4457064651587328,0.006412669352004809
ISG15,-0.11873693228575505,0.27076226597267045
RP11-54O7.10,0.019602100741301833,0.37671646819891846
RP11-54O7.11,0.018467635955427383,0.6884180395472301
AGRN,0.026892026280065484,0.727480789286711
RP11-465B22.3,-0.0903753610515379,0.26526426522319074
RP11-54O7.18,-0.059939831789800835,0.42718451126017043
RNF223,-0.04844387600477178,0.5523781873747927
C1orf159,-0.20940557974384338,0.0005673604344646535
LINC01342,0.27532660173447926,0.029361728482070446
MIR200B,0.042808858890104204,0.014504017794892523
MIR200A,0.010591392452807012,0.544253984418875
MIR429,-0.0027982455647942266,0.8795021995775345
RP11-465B22.8,0.05003361139697783,0.5407817502051943
TTLL10-AS1,-0.02437425616137329,0.7622857146862658
TTLL10,-0.2068974520900646,0.02157611714962091
TNFRSF18,-0.2788127191341244,0.03345468657855902
TNFRSF4,-0.3117313761896094,0.01389234200358124
SDF4,-0.08036739040242341,0.000991006694644715
B3GALT6,0.012409210076150479,0.8571434769291937
C1QTNF12,-0.0642189484560251,0.367566301467383
RP5-902P8.12,0.005346720458700854,0.9453083839666907
UBE2J2,0.03786159670177186,0.44530287565865
LINC01786,-0.20177911356953135,0.020689627359269977
SCNN1D,-0.19837995965854122,0.014182919730346511
ACAP3,-0.1613385603098597,0.00018974535374800163
MIR6726,-0.022060195171453623,0.24707855245684243
PUSL1,-0.10241389005911111,0.013273735209622824
INTS11,-0.13544054547892392,5.2630514090367027e-05
MIR6727,0.0040476790773167695,0.8102200179490023
RP5-890O3.9,-0.16949180661402422,0.002895387673520837
CPTP,-0.0006284146365551635,0.9920052487162536
TAS1R3,0.10310323035896968,0.07336280611474419
DVL1,-0.14520857308742657,0.00025817885501991963
MIR6808,0.0049302293218425565,0.69191159045245
MXRA8,-0.1879548696902576,0.010927498019688937
AURKAIP1,0.030290513864975888,0.5686446567916006
NDUFB4P8,-0.04337869601713442,0.5345335848646038
CCNL2,-0.02520285574624398,0.3582933344792274
RP4-758J18.2,0.041499528113273676,0.3867605499217629
MRPL20,-0.04897149285194147,0.09294681738072617
RP4-758J18.13,0.15731583007369776,0.11301929605334599
ANKRD65,-0.07797879494643216,0.420616371548895
RP4-758J18.7,0.006592517571695964,0.8447973037118712
TMEM88B,-0.006355585966545965,0.9172172615182168
LINC01770,-0.016932496830832117,0.8049276952612192
VWA1,-0.05667567933120471,0.5422815058206385
ATAD3C,-0.1757391723006114,0.04223930276417368
ATAD3B,-0.21214251722958263,0.0017130518499404274
ATAD3A,-0.12290275977883997,0.0237791288092315
TMEM240,0.09591714566448892,0.37612367978200967
SSU72,0.02922405059677996,0.46820099382821057
RP5-832C2.5,0.1718723085385819,0.06470198632505748
RP11-345P4.11,-0.03521649623880094,0.4071186707557567
FNDC10,-0.09027678018705054,0.11206850012988791
RP11-345P4.9,-0.13033741150219355,0.000988933257737954
MIB2,-0.1814400671893407,0.0011580803468405581
MMP23B,-0.5448734500694896,0.00018328354756667106
CDK11B,-0.0612500879142957,0.07161618703172182
RP11-345P4.10,-0.0035772997024804717,0.9053133303704066
SLC35E2B,0.1384706961713607,0.0008411864607645729
RP11-345P4.6,0.07868911986744526,0.3452531936467831
MMP23A,0.20219130619402786,0.2547359537277406
CDK11A,-0.0038562812253083445,0.934067808292149
RP1-283E3.4,0.035681496872777885,0.6504360556241291
SLC35E2,0.09804930693891473,0.04342641787560932
NADK,0.16903331707515978,0.008734551917316802
GNB1,-0.037155738535575855,0.17517803375203525
RP1-140A9.1,-0.1571759820842277,0.08851246054234213
CALML6,-0.09565643604918599,0.4073703129097792
TMEM52,-0.10487580231206861,0.4129620930862259
CFAP74,0.04910796487750384,0.597005611662716
RP11-547D24.1,0.01367513052197198,0.8291397499652249
GABRD,-0.029117923080355115,0.8040928770953724
RP11-547D24.3,0.0019724357022334127,0.9296323778344182
PRKCZ,0.09447681940473268,0.13982630928440812
RP5-892K4.1,0.2771475806470154,0.011440252096354346
PRKCZ-AS1,0.11581412330702023,0.1203735519113228
FAAP20,-0.04228504851108289,0.3335121701751297
RP11-181G12.4,-0.05329504959233986,0.09610910964307146
SKI,0.013690252079428589,0.8071299855034819
MORN1,-0.010440309887452814,0.8435856382316075
RP4-713A8.1,0.028285765868115435,0.7076192560732765
RP4-740C4.5,0.06145995266946325,0.4662050067168937
RP4-740C4.7,0.06803687227771826,0.4536584990208248
RER1,0.10913533266473907,0.044110759767764136
PEX10,-0.14064403989747237,0.00026855645778611965
PLCH2,-0.3862207638728646,0.0023336488713803197
RP3-395M20.2,-0.3566397630298349,6.957044439554879e-05
RP3-395M20.3,-0.14941742642882055,0.09498671943441525
PANK4,-0.12900209102720644,0.00021931093058921825
HES5,0.019276560720858905,0.8071147905742673
RP3-395M20.12,-0.24312657518048914,2.0562361852995735e-05
RP3-395M20.8,-0.15508946273518007,0.016814864077925304
TNFRSF14,-0.1564361382075728,1.4880832813271817e-05
RP3-395M20.7,-0.08974857912338227,0.28633028173026864
RP3-395M20.9,-0.21079725431884996,0.006338020984945598
FAM213B,-0.3099719437126247,1.9735778596062556e-11
MMEL1,-0.6916344865822172,8.411820495469172e-15
RP13-436F16.1,0.007266975272334865,0.32928612364883103
TTC34,-0.05557046415059547,0.4667143299758083
ABC14-1188822O7.1,-0.024304395218038444,0.1829509683846871
RP11-740P5.2,0.018470117391822805,0.1717828746727462
RP11-740P5.3,0.003889895758425174,0.7161289552085236
ACTRT2,-0.14015252379417958,0.017704313574377135
LINC00982,-0.12612676151732866,0.2064349031741324
PRDM16,-0.15531653433999226,0.18045409692407563
MIR4251,0.0,nan
RP1-163G9.2,-0.010775384863205506,0.5070904535028078
RP11-193J6.1,0.00041171744522879635,0.9877355111550818
RP11-22L13.1,-0.007780804599161039,0.8056787653397298
ARHGEF16,0.017484665534520216,0.858514324669918
RP11-168F9.2,-0.05454877950658501,0.27285269308058985
MEGF6,-0.08681609149172864,0.1826266143702988
MIR551A,0.0,nan
RP11-46F15.2,0.2832897918825736,0.0028335564880876954
TPRG1L,0.02409271613461672,0.6070281141636247
WRAP73,0.04941444616068841,0.24791322267834998
TP73,-0.0688812795397474,0.5193309442522226
RP5-1092A11.5,0.07952290618234084,0.3499388700764169
RP5-1092A11.2,0.059882438682928314,0.005958750174666909
TP73-AS1,-0.005797245764266046,0.8755121507654194
CCDC27,0.09382742902603385,0.11105004022764742
SMIM1,-0.25258146067063536,0.08169135665476146
LRRC47,-0.012827986365048727,0.6430006085828792
RN7SL574P,0.04279314720375352,0.5935275885700442
RP1-286D6.5,0.06972149178266279,0.3520803086806491
CEP104,-0.1412687517336306,1.0535068394418044e-06
DFFB,-0.03708962315259062,0.34984739382288155
C1orf174,-0.1481511117007685,9.346045277245686e-06
LINC01134,0.07369959771865178,0.5805085967067112
LINC01346,0.0556562357077603,0.07497808908079076
LINC01345,-0.05357335712508879,0.028718925782616034
EEF1DP6,-0.0470654832660173,0.05115121090157993
LINC01777,-0.008503042871515725,0.6761875674995582
RP1-37J18.1,-0.0010457394868381687,0.47681123749063814
LINC01646,-0.020733879627946143,0.19996364464720962
AJAP1,-0.5170266908812964,6.361341035732246e-06
RP11-542C10.1,-0.002763378368746833,0.7029081329954276
RP1-58B11.1,-0.0034794146327477883,0.8068883996436081
RP3-491M17.1,-0.011992527472333099,0.39367371657531536
RP11-154H17.1,-0.10051828200628188,0.27275732282130394
MIR4417,-0.0018768370588491947,0.4768112374906386
MIR4689,-0.00730608463703952,0.1593554561444814
NPHP4,-0.044549583690344036,0.16316835903656907
KCNAB2,-0.0669241188360798,0.04903289072747549
CHD5,-0.244081705381123,0.021132291400428504
RPL22,-0.11750856804929483,0.031370195040836435
RP1-120G22.11,-0.03981125729785433,0.4168085177053398
RNF207,-0.3691916929692961,0.0026926889410136367
ICMT,-0.021287520580326735,0.5431667278449768
LINC00337,0.011790857414057932,0.8834555714864252
HES3,-0.005308325560219709,0.8165177217355992
GPR153,-0.13039908820964768,0.21780097831356046
ACOT7,-0.23844891722550482,0.004551532847485738
HES2,0.0336203083024787,0.7169315898978549
ESPN,-0.6887259649512822,6.61666754036194e-07
MIR4252,0.0019238341900969323,0.584224947020747
RP1-202O8.2,-0.043048424501665974,0.20200778670844988
TNFRSF25,-0.2180466791930843,0.015561312235469109
PLEKHG5,-0.1600151674946552,0.07789244476975159
NOL9,-0.04542626914330783,0.24204720203396413
RNU6-731P,-0.016135332789642392,0.16774111949996862
RP11-58A11.2,0.06022410429790074,0.33756572626919723
TAS1R1,-0.01944789477344467,0.8473075626656963
ZBTB48,-0.08578556993500136,0.018720082094439754
KLHL21,0.16702493676376767,0.015284057833627488
PHF13,-0.09549964020215776,0.10837790283956267
THAP3,-0.05223046208449078,0.1461007132293723
DNAJC11,-0.08758255704747608,0.02532440232009743
LINC01672,-0.02991946890509741,0.291433807028485
RP11-312B8.1,-0.03875666689519621,0.5444071185703534
CAMTA1,-0.1628566835344948,8.685514962658992e-07
RP11-312B8.2,-0.00919528156643254,0.7507580669355916
RP11-334N17.1,-0.005441304589659907,0.5644613476187195
RNU1-8P,-0.005729600920889673,0.6296860186434563
CAMTA1-IT1,-0.012126143693637232,0.6740117254097776
RP3-453P22.2,0.00751772787294563,0.6225480804028154
RP4-549F15.1,0.035602916905583704,0.04362891656676869
RP11-338N10.1,-0.019164462955807208,0.7459985185057441
RP11-338N10.2,-0.06243236168843873,0.25842345453914295
RP11-338N10.3,-0.044911384035310614,0.25055670518587786
VAMP3,0.033812433700275424,0.42931115990708835
RP3-467L1.6,-0.01624889901905871,0.835513214819283
PER3,-0.3725028508783691,4.4666968930491e-06
RP3-467L1.4,-0.2466894196451194,0.0007507884484344285
UTS2,-0.01820216151013701,0.9106890680808858
TNFRSF9,-0.20634651547580687,0.010157015760782274
RP5-892F13.2,0.09398794910629468,0.3159247887404902
PARK7,-0.09213930781633395,0.007438955408629488
Y_RNA,-0.011355713187629844,0.8099509413806905
ERRFI1,-0.1551711859823009,0.2601484423703902
RP11-431K24.1,0.038545986621401615,0.49392104199115394
CTA-215D11.4,-0.07029626103797817,0.2136958013396706
RP11-431K24.2,-0.0304118399112192,0.12782094976894112
LINC01714,0.004686409794949008,0.9005439972389216
RNU1-7P,0.015305107700411968,0.13531107802123352
RP11-431K24.4,0.018591502007083864,0.353322572648184
RNU6-991P,0.0027169020822378886,0.6303631238432215
SLC45A1,-0.1830842591344448,0.04212637448158097
RERE,0.15538416634928176,0.011476588123025972
RP5-1115A15.1,0.26638026570077883,0.01818987380353131
SNORA77,-0.0175607740641827,0.502451250425292
RP5-1115A15.2,-0.08322573455123916,0.14396535133701222
RPL7P11,-0.05091719793086312,0.2382233426734793
RPL7P7,-0.00037828304055922274,0.9932806695158279
RP4-633I8.3,-0.019378545767840438,0.48123325343616197
RP4-633I8.4,-0.010733008819261924,0.7131369409525281
RPL23AP19,-0.0019080007792625121,0.9351136022122624
ENO1,-0.08970571646207998,0.10094466472267417
MIR6728,0.02166525916282474,0.722277842243328
ENO1-IT1,-0.151986219122793,0.3478680103817787
ENO1-AS1,0.1375262588379017,0.10996021124280492
RNU6-304P,0.03575940904097252,0.08351070710721654
HMGN2P17,0.14232247758737987,0.09009007241987632
RP3-477M7.5,0.29453481704506157,0.010366492239879524
RP3-477M7.6,0.08732817883140219,0.002473516124545343
CA6,0.31085638542411326,0.00877631009427286
RN7SL451P,0.02870057550900951,0.3148596588030934
SLC2A7,-0.013721113101855118,0.761141954502735
SLC2A5,0.12328589145420488,0.3634953014561465
SCARNA16,0.014772191233570785,0.5128261266239487
GPR157,0.1621660793155678,0.005650018070806023
MIR34AHG,0.06174774303938342,0.5206901155844343
LINC01759,0.15293826844459085,0.0819683985474003
RP3-510D11.4,-0.011434924674454549,0.7854071039637475
H6PD,0.1921773250886316,0.001426436805161171
SPSB1,0.014826380616039359,0.8180642842200777
RNA5SP40,-0.004419331179964932,0.5069586863971083
RP13-392I16.1,0.03472977185486156,0.5400277576758541
SLC25A33,-0.10174708833534007,0.02068690547836256
RP13-15M17.1,0.0013527798218219474,0.9867031442956883
TMEM201,-0.06133752045751201,0.307213428740292
PIK3CD,0.13523962715222504,0.01991796920315261
PIK3CD-AS1,0.3013987871462285,0.012560144765966664
RP11-558F24.2,0.0196041233390225,0.8170680148394842
PIK3CD-AS2,0.18447241106693266,0.037644930426614334
CLSTN1,-0.15974616256542745,0.013671114454741834
MZT1P1,0.005872755601965968,0.754677581614036
RP11-84A14.7,-0.04981397046465062,0.4037384890791844
CTNNBIP1,-0.061445628355471515,0.04915845404828462
LZIC,0.07483557003801705,0.03810185358544646
RP11-84A14.4,-0.03568476594742616,0.6785732713881901
NMNAT1,0.21235339999836278,0.02736563626030079
RN7SKP269,0.029236074909137474,0.7206306149898788
RP11-84A14.6,0.09414116327933225,0.15349722115392722
MIR5697,0.004420644404897389,0.16033146962361677
RBP7,0.10747126687583908,0.2592515822120839
UBE4B,0.06320756275732303,0.08382563909476046
RP11-496H15.2,0.013707455175194873,0.7264760538012367
PGAM1P11,0.05647910352955028,0.38400296063023365
RNU6-828P,0.00284113956689519,0.9184210859256063
KIF1B,0.2715904756457837,6.11000141759896e-05
MIR1273D,-0.017702295242337157,0.035847365374855666
RNU6-37P,0.10983760100532422,0.04317334441295044
PGD,0.21642403368904273,0.018975316861746472
RP4-736L20.3,-0.0834471194128934,0.07568208929916684
CENPS,-0.021855431881736997,0.7432757400740325
CORT,-0.1722736168655685,0.067753863919464
DFFA,-0.04556630163849046,0.08126606587558706
PEX14,-0.1738462804192012,0.0002833636851880257
RN7SL614P,-0.04561573890984841,0.47428321728537204
CASZ1,-0.1880144808146441,0.0009577820150531981
RP4-734G22.3,-0.3475819183384933,6.782952962780186e-05
HSPE1P24,0.000505085862781196,0.9549442961511785
C1orf127,-0.16169333411679976,0.11943467308123484
CFL1P6,0.007384897707123174,0.8721538235235234
TARDBP,-0.01151032037918237,0.5939089672311749
MASP2,0.18883695941176848,0.08296357576335708
RP4-635E18.8,0.15518968501885927,0.04802111782471186
SRM,-0.08015601798919236,0.08244343074587843
EXOSC10,-0.120686999121703,0.006311210475059998
RP4-635E18.7,-0.08419523922070626,0.2365843461674301
RP4-635E18.6,-0.056094869105805474,0.502596385449011
MTOR,-0.03329329228371358,0.2772735199776638
MTOR-AS1,-0.006047310793178905,0.8913743578157844
RNU6-537P,-0.006996446571326284,0.29981126322332946
ANGPTL7,-0.05301777878609938,0.6558620079056308
RNU6-291P,-0.018913192586125848,0.08559784826853145
RPL39P6,0.004086282998445776,0.8540866160304001
UBIAD1,-0.004146091346435732,0.9088863227973686
UBE2V2P3,-0.04964665257070549,0.33790487243553213
MTCYBP45,-0.002828883369537292,0.8491842155094359
DISP3,-0.18629853008679242,0.09359142130685472
LINC01647,0.009390284225607289,0.8356365214116271
FBXO2,-0.16853800494224275,0.09207921137796805
FBXO44,-0.13359802742418458,0.05045710891012728
FBXO6,0.0649849098534731,0.16493547413043555
MAD2L2,-0.022948139613543084,0.6061602436717397
DRAXIN,-0.07297250356710935,0.45852321204369473
AGTRAP,0.17614973790006405,0.04748225681285696
C1orf167,0.20233707163481096,0.0360835347679121
RP11-56N19.5,0.062269239398225824,0.03496520625483534
MTHFR,-0.0827035320669301,0.00935996641466317
CLCN6,-0.10460460170822378,0.019609370275365395
NPPA-AS1,-0.10120121545072369,0.15830012199149127
NPPA,-0.15826656436260406,0.18494709666145007
NPPB,-0.035743238694937646,0.7944329305332936
RP5-934G17.6,-0.02494515473384014,0.6767578426986689
RNU5E-1,0.05178021145663425,0.4633229405087329
RNU5E-4P,0.04976621208358018,0.2215664208385679
KIAA2013,0.06730891676112305,0.37829840165790796
PLOD1,-0.006737577585011034,0.9031803388679109
MFN2,0.06503374693743863,0.2321970968004958
RP5-1077B9.5,0.003110962761204303,0.7899460647298782
MIIP,0.003705694761456657,0.9417104844822137
MIR6729,0.0052228910719633315,0.7391007809523192
RN7SL649P,0.04113467796810569,0.0838604484795616
TNFRSF8,-0.12812235795933724,0.04566142189123827
RNU6-777P,0.004168996492558028,0.5021417674403412
RPL23AP89,-0.0572282428730414,0.03547639678247897
MIR7846,-0.00013219817087377003,0.9883681963719753
TNFRSF1B,-0.1725310586617591,0.0010919246415052538
MIR4632,-0.05438008406164782,0.03359429431281407
RPL10P17,0.06566605509850562,0.3487567734362991
SNORA70,-0.037019412492264675,0.31364358256953023
VPS13D,0.05711804911429841,0.057922064701524084
SNORA59A,0.07666211251690712,0.343863994958335
RP5-888M10.2,0.041904883912871324,0.45088732138934284
DHRS3,-0.24025851915644364,0.019942997105949153
RNU6ATAC18P,-0.01615078487876307,0.692060766767682
MIR6730,-0.022137093490159736,0.04404876374263702
RP11-474O21.5,0.1103814956011867,0.15902424897891154
AADACL4,-0.013703500309612024,0.6915624246854128
RP11-474O21.2,-0.023598866664822638,0.1294549318065895
AADACL3,0.014222872814396725,0.8095517650153125
C1orf158,-0.07213455515596072,0.2585587813624257
PRAMEF12,0.011971868134848164,0.6339065583513039
PRAMEF1,0.022602195403140117,0.3484215709917635
LINC01784,-0.01978804893204712,0.13637201780776118
PRAMEF11,0.015744425090621735,0.4733295894633974
PRAMEF30P,-0.005101734734727116,0.8192689324266675
HNRNPCL1,0.046326927701061726,0.5515249693486255
PRAMEF2,-0.005759188386384027,0.8141673807781649
PRAMEF4,-0.010313243117962174,0.5736810831298484
PRAMEF10,-0.00047570602615929804,0.9829300142471837
PRAMEF7,-0.040562748366025726,0.03627006905806787
RNU6-1072P,-0.002380920718201126,0.4768112374906388
PRAMEF29P,-0.008639130804102876,0.41989232543425414
PRAMEF6,-0.0019403232777301235,0.9062097016780585
PRAMEF28P,0.021801046317742975,0.04822057313347396
PRAMEF27,-0.004373420121619684,0.7664489555386792
HNRNPCL3,-0.10058395259040752,0.04406619978544211
PRAMEF25,-0.0067913698909293895,0.547218499147637
PRAMEF34P,-0.0284955928144853,0.18364570968692118
PRAMEF35P,0.0012632677280338452,0.923344923428649
HNRNPCL2,-0.14072962408804018,0.011955015215724816
PRAMEF36P,0.0032769720507528012,0.8200751536986373
RP13-221M14.2,0.0023463314684699582,0.16033146962361663
PRAMEF26,0.010328952741853236,0.1874125812505692
HNRNPCL4,0.017499141823950605,0.6754126159750127
PRAMEF9,-0.0032746343434673763,0.81278387429675
PRAMEF13,-0.007531175357773725,0.6712867144849675
PRAMEF18,-0.02900593973416264,0.17005288062104726
PRAMEF31P,-0.02271612149368077,0.2838431893173706
PRAMEF5,0.008514843778031333,0.5418758006398519
PRAMEF32P,0.005138567128390493,0.2395171209564899
RNU6-771P,0.0,nan
PRAMEF8,0.010136314499884239,0.5182493408884397
PRAMEF33,-0.00854336042464217,0.5869024095187636
PRAMEF15,-0.015823278375654108,0.5185802723683235
RP11-219C24.10,0.0014954482871055445,0.6897722110897644
PRAMEF14,-0.02099343975718937,0.3558410714911039
PRAMEF19,-0.0007130719901878406,0.9775351569184494
PRAMEF17,0.001930422809889058,0.9329123890051446
PRAMEF20,0.015246542150275343,0.5258811002889383
LRRC38,-0.02115473768313581,0.8221665275497598
RP4-597A16.2,-0.007248234490491639,0.13290102834623257
BRWD1P1,0.021395168627158435,0.022779695776394816
PDPN,0.07425199291297928,0.6158691360736285
RNA5SP41,0.0,nan
CTA-520D8.2,0.0018881650029632146,0.8130137947478524
SCARNA11,-0.0061157293735263525,0.51936739763804
PRDM2,0.10663422171388498,0.01641718594414444
KAZN,0.0489300949088069,0.6324744077384672
RNU6-1265P,0.0,nan
RP11-344F13.1,0.0010654490831989265,0.8921535435405604
RP4-704D23.1,0.007502006256086971,0.5159298072139831
TBCAP2,-0.017611332938159696,0.038354871123097815
TMEM51-AS1,-0.0875177593965851,0.31374202191628686
TMEM51,-0.15173691763188688,0.1843506652798865
C1orf195,-0.014990633169019638,0.6308907298951743
RP1-21O18.3,-0.025935387928887218,0.3925249707916393
RP5-903E17.2,0.07573486637052058,0.06483520498756278
FHAD1,0.05403186285493586,0.5335411311188225
RP3-467K16.2,0.08878254494385454,0.3215947939106571
RP3-467K16.7,0.022112786583619183,0.579597975820555
RP3-467K16.4,0.28772659414415935,0.0035609787768164152
EFHD2,0.03930869211585386,0.5257825268867522
CTRC,0.20556764587844484,0.004649028912360334
CELA2A,0.19406391962586456,0.2389580372729923
CELA2B,0.23557730751877248,0.022700820892598395
CASP9,-0.06373392706289838,0.05310791758434963
DNAJC16,0.044544447499432704,0.1762285374992046
SCARNA21,0.0013316748717442104,0.910041893819799
RP4-680D5.8,0.0013170573106894706,0.9816086917621656
AGMAT,-0.016982541105811877,0.8372456187290362
RP4-680D5.2,0.04787962577781486,0.5724115727411445
CHCHD2P6,-0.00464158525579271,0.9536362939173741
RNU7-179P,0.00337348943451827,0.16033146962361655
CD24P1,0.008411662474236855,0.4276295457296603
DDI2,0.014397272942487105,0.7554543192547489
RP4-680D5.9,-0.14308668592208948,0.017731923892791737
PLEKHM2,-0.11450258625476573,0.00011193101705775394
RP11-288I21.1,-0.0424739842743643,0.5670477054467687
SLC25A34,0.208039364598326,0.022007521476216638
TMEM82,0.009238668457142024,0.9054472218267814
RP11-169K16.4,-0.017262744491207682,0.524240755417213
FBLIM1,-0.037014588810734855,0.7487614520663604
RPL12P14,0.040206524507853024,0.6469051269758266
UQCRHL,0.03890975483104411,0.44068050888567667
RP11-169K16.8,-0.10675160760470497,0.24079303985316994
FLJ37453,0.06145787071788211,0.2780356153980084
SPEN,0.05420200192528368,0.1832447296440251
RP1-134O19.3,-0.03272415867844857,0.447993063500954
ZBTB17,-0.14278784896657593,5.007001233178828e-06
RP11-5P18.1,-0.05925197577181706,0.41704242258390734
RP11-5P18.3,-0.011698667291832181,0.3559208939093004
RP11-5P18.11,0.0032930955282844798,0.7553629596231815
TBC1D3P6,-0.003986584046604258,0.8421801257921785
C1orf64,-0.07250627329176312,0.21206040671207668
HSPB7,0.04980068625903847,0.7258305628056776
CLCNKA,0.04584044306035581,0.608477413711951
RP11-5P18.10,-0.002320023931034667,0.9450792143509066
CLCNKB,0.027588933191358675,0.7105011278052596
FAM131C,0.07154835897974858,0.32937372538691223
EPHA2,-0.27433530741055745,0.010445862173706532
RP11-276H7.2,0.05141291477442494,0.29892650970141066
RP11-276H7.3,0.05491276558224029,0.01689113509803018
ARHGEF19,-0.03884863204463168,0.49564329256751716
ANO7L1,-0.3513437872926909,0.00016504803568720205
RSG1,-0.0058834981509364725,0.9093051656721345
MT1XP1,-0.22480397031608246,0.03262344776631928
FBXO42,-0.07938212421662544,0.0019479481511554026
SZRD1,-0.08197958955252116,0.0036862347995439085
RP11-430L17.1,-0.1932216915738873,0.004995804332310438
SPATA21,0.09308021366902744,0.17580214349416196
NECAP2,-0.03830616603290665,0.13830713770284758
LINC01772,-0.05021467499601778,0.4357360751436744
CROCCP3,0.000903751325212393,0.985567115153853
RNU1-1,-0.002752964644820866,0.8556523562313654
RP4-798A10.7,-0.1028304542055603,0.13947979707141508
RP4-798A10.4,0.03991212817026547,0.17029531440458348
LINC01783,0.07654722833447136,0.28445719294420835
RNU1-6P,0.0,nan
FAM231B,-0.007199916152356212,0.6928463793247188
RP5-875O13.6,0.01748206868312001,0.42650981327407456
NBPF1,-0.011508602228585574,0.8377115937206656
RP5-1182A14.5,0.11872168707806957,0.012657248396206426
CROCCP2,-0.02865737569044463,0.5323591342522167
MST1P2,-0.08514167134543502,0.2941528524906594
RP1-163M9.8,0.005013706126410002,0.8304741890713648
RNU1-3,-0.007947262731866257,0.3566607543932748
FAM231A,-0.011292659553454812,0.3372678373972532
RP5-875O13.7,0.02307069330671513,0.5453446493089025
EIF1AXP1,0.3762646384830146,8.368208858274908e-07
ESPNP,0.045834233694979395,0.5797376127182914
RP1-163M9.7,-0.019451345256441696,0.1679658147952267
FAM231C,0.0024355967561121277,0.8648423866248589
RP5-1182A14.7,0.012627716289909961,0.08697127300203795
RNU1-4,0.0006492755007526129,0.8510879274622029
CROCCP4,-0.03093141331948503,0.22205105644167164
MST1L,-0.19003955951784768,0.03952598474986084
RP11-108M9.1,0.006250254660232865,0.6225648427073367
RP11-108M9.2,0.014703550264567563,0.7295356278439533
MIR3675,0.0,nan
RP11-108M9.3,-0.07295629413583019,0.44193460268245854
RP11-108M9.4,-0.016840745168630322,0.8215544439299742
RP11-108M9.5,0.027542415968253853,0.7243305218834448
RNU1-2,-0.004678727139507753,0.8408694824296961
RP11-108M9.6,-0.05258407680502518,0.5863694477226353
